label,filename,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
А,А\WIN_20260517_21_49_03_Pro.jpg,0.359464555978775,0.8639920353889465,-2.7622695597528946e-07,0.3817797303199768,0.7913063764572144,-0.002832953119650483,0.41420942544937134,0.7452622652053833,-0.007158472668379545,0.4532371163368225,0.7293588519096375,-0.009763244539499283,0.47506245970726013,0.7515745759010315,-0.009775586426258087,0.4453975558280945,0.7809855341911316,-0.01150053646415472,0.47267869114875793,0.7833799123764038,-0.00840234849601984,0.4584367275238037,0.7835631966590881,-0.0007316764094866812,0.4423474073410034,0.7851418852806091,0.004162425175309181,0.4479861557483673,0.834366500377655,-0.010305088944733143,0.4715280532836914,0.8203880190849304,-0.004607845097780228,0.4588778614997864,0.815775454044342,0.0017490873578935862,0.4448500871658325,0.8184899091720581,0.0038158365059643984,0.4466816186904907,0.881874680519104,-0.007986417040228844,0.46709826588630676,0.8589876890182495,-0.0032317962031811476,0.4555453658103943,0.8549357056617737,0.002192644402384758,0.4408724904060364,0.8571945428848267,0.003109999466687441,0.4427688717842102,0.9221312999725342,-0.005559006240218878,0.45784813165664673,0.8943042159080505,-0.0032405187375843525,0.4468318223953247,0.8897086381912231,0.00042980717262253165,0.4343510866165161,0.8936589956283569,0.002526576165109873
А,А\WIN_20260517_21_49_20_Pro.jpg,0.679248034954071,0.8410735130310059,-3.654983515843924e-08,0.6567511558532715,0.7631303071975708,0.001609948929399252,0.6221756935119629,0.7196249961853027,-0.0012507728533819318,0.5856189727783203,0.7117272615432739,-0.003036137903109193,0.5657601356506348,0.7336047291755676,-0.004893924109637737,0.6014808416366577,0.7650330662727356,-0.01638452708721161,0.5702476501464844,0.7577196955680847,-0.01748940348625183,0.5841513872146606,0.7570616006851196,-0.01666238345205784,0.5980335474014282,0.7591151595115662,-0.015843380242586136,0.5981965661048889,0.8163853287696838,-0.018253644928336143,0.5733315348625183,0.7992444038391113,-0.01291546318680048,0.5845251083374023,0.7937970757484436,-0.007852604612708092,0.5963461399078369,0.7966012358665466,-0.00781647302210331,0.5989522933959961,0.8598870635032654,-0.018157504498958588,0.5763618350028992,0.8357545137405396,-0.011827600188553333,0.5852006673812866,0.830584704875946,-0.004744051024317741,0.5968462228775024,0.8348639607429504,-0.003620007773861289,0.6018403172492981,0.8950209021568298,-0.017641305923461914,0.5777077078819275,0.8666999936103821,-0.011363471858203411,0.5852631330490112,0.8614153265953064,-0.002499958500266075,0.5953665375709534,0.8659268617630005,0.002153741428628564
А,А\WIN_20260517_21_49_25_Pro.jpg,0.725017249584198,0.7322050333023071,-2.924734019416064e-07,0.690710723400116,0.6974970698356628,-0.015695983543992043,0.6643059849739075,0.6449425220489502,-0.024164805188775063,0.6593881845474243,0.593337893486023,-0.03166576474905014,0.6773372292518616,0.57332444190979,-0.03497149050235748,0.6917922496795654,0.5988349914550781,-0.00829786341637373,0.6868938207626343,0.5710411071777344,-0.020948445424437523,0.685308039188385,0.6166771054267883,-0.02311040088534355,0.6884081959724426,0.6203770637512207,-0.023503659293055534,0.711207389831543,0.5977937579154968,-0.0060685770586133,0.7042742967605591,0.5776689648628235,-0.019881602376699448,0.7024775743484497,0.6327334046363831,-0.018225841224193573,0.707497239112854,0.6264574527740479,-0.014914751052856445,0.730334997177124,0.6005454659461975,-0.007050045300275087,0.7245491743087769,0.5767999887466431,-0.02279210090637207,0.7200385332107544,0.627447247505188,-0.015672102570533752,0.7233060598373413,0.6275311708450317,-0.007753734942525625,0.74779212474823,0.6053780913352966,-0.009373893029987812,0.7436683177947998,0.5758192539215088,-0.016895867884159088,0.7380602359771729,0.6103182435035706,-0.010777889750897884,0.7396805882453918,0.6205822825431824,-0.004608101211488247
А,А\WIN_20260517_21_49_26_Pro.jpg,0.724743127822876,0.7316318154335022,-3.1561117452838516e-07,0.6897205114364624,0.7004459500312805,-0.015978606417775154,0.6621510982513428,0.6463350057601929,-0.02346104197204113,0.6549641489982605,0.5924217104911804,-0.029860738664865494,0.6738013625144958,0.5703654289245605,-0.031803302466869354,0.6853442192077637,0.5968155860900879,-0.007399820722639561,0.680388331413269,0.5665057897567749,-0.021323880180716515,0.6819833517074585,0.6140022277832031,-0.024606969207525253,0.6871500611305237,0.6198303699493408,-0.025481054559350014,0.7052565217018127,0.5948327779769897,-0.0048251100815832615,0.6985300183296204,0.572272539138794,-0.02008109912276268,0.6994399428367615,0.629816472530365,-0.018563764169812202,0.7044246196746826,0.6263837814331055,-0.014639852568507195,0.7249574661254883,0.5958937406539917,-0.005660319700837135,0.7192455530166626,0.5720846652984619,-0.022430669516324997,0.7161741852760315,0.6257845759391785,-0.01450129970908165,0.7197883725166321,0.6281953454017639,-0.005265360698103905,0.7434450387954712,0.6008917689323425,-0.00792196299880743,0.7380572557449341,0.5696936845779419,-0.015535449609160423,0.7336558699607849,0.605955183506012,-0.008770852349698544,0.7359381318092346,0.6177962422370911,-0.0017148003680631518
А,А\WIN_20260517_21_49_29_Pro.jpg,0.6642333269119263,0.7478077411651611,-7.823183523214539e-08,0.6973293423652649,0.6964129209518433,0.007205300964415073,0.714493989944458,0.6490103006362915,0.005517915822565556,0.7095203995704651,0.604404628276825,0.0029110582545399666,0.6918837428092957,0.582662045955658,-0.0009857126278802752,0.6996759176254272,0.5933337211608887,-0.006751621142029762,0.6875281929969788,0.5673344731330872,-0.005271698348224163,0.6843298077583313,0.5924773812294006,-0.005857985001057386,0.686265230178833,0.6141337156295776,-0.007413739338517189,0.6728478074073792,0.5872473120689392,-0.012256667017936707,0.6665565371513367,0.5745387673377991,-0.004551728256046772,0.6640313267707825,0.5968238711357117,-0.0015203392831608653,0.66469806432724,0.6183586716651917,-0.0034635639749467373,0.6475962996482849,0.5947916507720947,-0.015454607084393501,0.6449944972991943,0.583073616027832,-0.008555691689252853,0.643814206123352,0.6037445068359375,-0.0036334150936454535,0.6445550322532654,0.6254119873046875,-0.0040764957666397095,0.6248497366905212,0.6079962849617004,-0.017928699031472206,0.6259167194366455,0.5839055180549622,-0.012264193966984749,0.6267138123512268,0.6026597023010254,-0.004008508287370205,0.6283035278320312,0.6238261461257935,0.0007268557092174888
А,А\WIN_20260517_21_49_30_Pro.jpg,0.6647369861602783,0.7451001405715942,-7.635172494246945e-08,0.6973979473114014,0.6932362914085388,0.007389372680336237,0.7135661244392395,0.6469458341598511,0.0050778575241565704,0.7062009572982788,0.6050311923027039,0.0018877089023590088,0.6876863241195679,0.5861727595329285,-0.002709904918447137,0.6992809772491455,0.5938842296600342,-0.009421215392649174,0.6855587959289551,0.5675526261329651,-0.008132020011544228,0.6827841997146606,0.5921717882156372,-0.008201693184673786,0.6851257085800171,0.6134206056594849,-0.009361771866679192,0.6716852784156799,0.5887578129768372,-0.01520625315606594,0.6651380062103271,0.5753159523010254,-0.007738265674561262,0.6630856394767761,0.5969495177268982,-0.004226535093039274,0.6639364361763,0.6181291937828064,-0.005907614249736071,0.6460080146789551,0.5963671207427979,-0.018436362966895103,0.6434494256973267,0.583004891872406,-0.011222980916500092,0.6424896121025085,0.6034061908721924,-0.005539668258279562,0.6436132788658142,0.6244661211967468,-0.005679361987859011,0.6228516101837158,0.6095048785209656,-0.02092493325471878,0.6248354911804199,0.583970844745636,-0.014674675650894642,0.6257011890411377,0.6024266481399536,-0.005655634216964245,0.6270731687545776,0.6225831508636475,-0.000575248384848237
А,А\WIN_20260517_21_49_36_Pro.jpg,0.26099810004234314,0.6655738353729248,-2.1075661038594262e-07,0.29701799154281616,0.6443389058113098,-0.010148612782359123,0.3248511552810669,0.5912217497825623,-0.011902038007974625,0.3301010727882385,0.5364459753036499,-0.012404573149979115,0.31874004006385803,0.5085117816925049,-0.009826700203120708,0.3097608685493469,0.5347460508346558,-0.00464195292443037,0.31524115800857544,0.498952716588974,-0.01704876311123371,0.30757346749305725,0.5489715337753296,-0.023964552208781242,0.3064402937889099,0.5604653358459473,-0.027890710160136223,0.28515222668647766,0.529803454875946,-0.004400880075991154,0.29002004861831665,0.49811476469039917,-0.013344270177185535,0.2862055003643036,0.557421088218689,-0.013650593347847462,0.28749367594718933,0.5571184754371643,-0.013759172521531582,0.26249274611473083,0.5303522944450378,-0.006480640731751919,0.2680529057979584,0.49597781896591187,-0.017156705260276794,0.2661146819591522,0.5510465502738953,-0.009943231008946896,0.2661536633968353,0.55463707447052,-0.004072466399520636,0.23960410058498383,0.531610369682312,-0.009431447833776474,0.24487492442131042,0.5040465593338013,-0.013455623760819435,0.2461840957403183,0.5396880507469177,-0.005071887280791998,0.2436583787202835,0.5482962131500244,0.0013537427876144648
А,А\WIN_20260517_21_49_37_Pro.jpg,0.26500293612480164,0.6605392694473267,-2.1495220892120415e-07,0.30013325810432434,0.6391451358795166,-0.009944611229002476,0.3287409543991089,0.5880486369132996,-0.012338602915406227,0.33464670181274414,0.5345542430877686,-0.013541297987103462,0.32288989424705505,0.5044192671775818,-0.011847377754747868,0.31329789757728577,0.5312550663948059,-0.0065563446842134,0.3200058937072754,0.494500070810318,-0.019031571224331856,0.3120819628238678,0.5439295172691345,-0.02506292425096035,0.3105235993862152,0.5554892420768738,-0.028286078944802284,0.2891363203525543,0.5262507796287537,-0.006815935019403696,0.29526588320732117,0.49426594376564026,-0.016031624749302864,0.2905966341495514,0.5533117055892944,-0.015723424032330513,0.29102325439453125,0.5524700284004211,-0.015365896746516228,0.2666223645210266,0.5268514156341553,-0.00921449065208435,0.27343448996543884,0.49217066168785095,-0.020259756594896317,0.27069607377052307,0.5471578240394592,-0.012314943596720695,0.2694571614265442,0.5503299236297607,-0.005934146698564291,0.24344119429588318,0.5284111499786377,-0.012426361441612244,0.2499098777770996,0.49970543384552,-0.016899580135941505,0.25102201104164124,0.5356624126434326,-0.00808385107666254,0.24757806956768036,0.5444891452789307,-0.001308933482505381
А,А\WIN_20260517_21_49_39_Pro.jpg,0.29508042335510254,0.6771789789199829,-2.33286044704073e-07,0.26851722598075867,0.6193634867668152,0.01194984745234251,0.26018840074539185,0.569382905960083,0.013050643727183342,0.2645655870437622,0.5307254791259766,0.011888089589774609,0.27266237139701843,0.5150011777877808,0.011132437735795975,0.26861804723739624,0.5092682242393494,0.00043159941560588777,0.29490143060684204,0.49633368849754333,0.0056493254378438,0.30150264501571655,0.5234649181365967,0.012081163004040718,0.29833927750587463,0.5448428392410278,0.015843961387872696,0.2923734188079834,0.5024511814117432,-0.00573538476601243,0.3147595226764679,0.5007979273796082,0.004700714722275734,0.31620654463768005,0.5290626287460327,0.010440983809530735,0.311431884765625,0.5469685196876526,0.010685659945011139,0.31677892804145813,0.5115641355514526,-0.009827076457440853,0.33408123254776,0.5100676417350769,0.0013467977987602353,0.3334035873413086,0.5359097719192505,0.005705827381461859,0.32645776867866516,0.5547962784767151,0.003869791980832815,0.33953413367271423,0.5278488993644714,-0.013016759417951107,0.35090023279190063,0.5259196162223816,-0.003411888377740979,0.34816181659698486,0.5485270619392395,0.0024371377658098936,0.34112006425857544,0.566688597202301,0.0045889150351285934
А,А\WIN_20260517_21_49_40_Pro.jpg,0.2947007715702057,0.6772128939628601,-1.9476469503842964e-07,0.2706068754196167,0.6194547414779663,0.009917853400111198,0.26265281438827515,0.5697154402732849,0.009902666322886944,0.26809054613113403,0.5315586924552917,0.007766964379698038,0.27636250853538513,0.5142865777015686,0.006388049107044935,0.2691338062286377,0.5077319145202637,0.00035007562837563455,0.29808273911476135,0.4964907765388489,0.004080076701939106,0.3052772879600525,0.5227501392364502,0.009199640713632107,0.3014165461063385,0.5446823835372925,0.012307921424508095,0.2927878499031067,0.5012824535369873,-0.005479348357766867,0.31778645515441895,0.5005580186843872,0.0034232656471431255,0.32005706429481506,0.5295299887657166,0.008378866128623486,0.3141527771949768,0.5492562651634216,0.008619658648967743,0.316972017288208,0.5107377767562866,-0.0096640195697546,0.33604198694229126,0.5107776522636414,4.373086630948819e-05,0.3360958397388458,0.5374526381492615,0.004062414634972811,0.32840487360954285,0.558035671710968,0.0025664253626018763,0.3396550118923187,0.5279673337936401,-0.01320420391857624,0.35135596990585327,0.5272061824798584,-0.005167561117559671,0.3491150438785553,0.5510819554328918,9.371141641167924e-05,0.3419119715690613,0.5711553692817688,0.0023096364457160234
